188.40	-253.422
188.88	-360.052
189.35	494.708
189.83	1656.522
190.30	-1819.608
190.78	-350.481
191.26	-346.377
191.73	1890.566
192.21	-2311.594
192.68	-289.885
193.16	-1358.758
193.63	-1573.407
194.11	-1673.115
194.58	-1569.458
195.06	-1282.995
195.53	-849.156
196.01	-696.159
196.48	-623.830
196.96	-522.692
197.43	-442.076
197.91	-399.106
198.38	-354.635
198.86	-298.633
199.33	-254.207
199.81	-244.034
200.28	-231.566
200.76	-208.421
201.23	-191.893
201.71	-175.814
202.18	-167.712
202.66	-152.300
203.13	-145.578
203.61	-140.781
204.08	-130.424
204.55	-119.211
205.03	-112.905
205.50	-108.523
205.98	-111.585
206.45	-109.647
206.93	-105.097
207.40	-105.921
207.88	-103.631
208.35	-102.764
208.82	-105.900
209.30	-106.881
209.77	-106.336
210.25	-105.006
210.72	-105.702
211.20	-105.756
211.67	-103.382
212.14	-101.734
212.62	-100.973
213.09	-96.757
213.57	-94.093
214.04	-93.792
214.52	-92.789
214.99	-89.780
215.46	-92.188
215.94	-91.446
216.41	-89.214
216.89	-85.945
217.36	-84.041
217.83	-85.915
218.31	-86.928
218.78	-83.410
219.25	-81.779
219.73	-82.862
220.20	-84.541
220.68	-80.791
221.15	-80.593
221.62	-81.714
222.10	-82.971
222.57	-82.239
223.04	-82.554
223.52	-87.548
223.99	-91.957
224.47	-90.829
224.94	-94.276
225.41	-94.289
225.89	-93.308
226.36	-94.909
226.83	-97.515
227.31	-100.034
227.78	-99.783
228.25	-96.067
228.73	-96.438
229.20	-94.682
229.67	-96.304
230.15	-94.875
230.62	-94.809
231.09	-98.405
231.57	-99.762
232.04	-96.112
232.51	-96.490
232.98	-99.244
233.46	-94.989
233.93	-92.426
234.40	-92.650
234.88	-91.767
235.35	-93.263
235.82	-92.213
236.30	-88.618
236.77	-89.670
237.24	-91.836
237.71	-89.738
238.19	-89.977
238.66	-91.149
239.13	-95.062
239.61	-94.562
240.08	-93.447
240.55	-94.172
241.02	-92.409
241.50	-89.774
241.97	-88.136
242.44	-87.941
242.91	-87.011
243.39	-87.640
243.86	-87.812
244.33	-87.825
244.80	-90.093
245.28	-89.476
245.75	-87.033
246.22	-89.265
246.69	-90.075
247.17	-86.573
247.64	-88.481
248.11	-89.940
248.58	-91.234
249.05	-92.080
249.53	-89.036
250.00	-89.707
250.47	-90.652
250.94	-92.011
251.42	-91.626
251.89	-90.705
252.36	-91.906
252.83	-91.366
253.30	-88.088
253.78	-86.349
254.25	-85.619
254.72	-84.424
255.19	-84.865
255.66	-85.238
256.13	-86.880
256.61	-84.102
257.08	-83.720
257.55	-83.353
258.02	-82.657
258.49	-84.466
258.97	-84.549
259.44	-84.892
259.91	-85.518
260.38	-85.352
260.85	-81.895
261.32	-82.067
261.79	-82.342
262.27	-82.132
262.74	-81.981
263.21	-80.134
263.68	-82.337
264.15	-86.556
264.62	-87.454
265.09	-87.996
265.57	-89.452
266.04	-89.956
266.51	-91.322
266.98	-92.615
267.45	-91.182
267.92	-91.411
268.39	-86.905
268.86	-86.104
269.34	-83.817
269.81	-85.019
270.28	-86.244
270.75	-83.200
271.22	-83.483
271.69	-82.552
272.16	-81.006
272.63	-79.135
273.10	-80.962
273.57	-79.953
274.05	-77.855
274.52	-72.780
274.99	-71.406
275.46	-70.804
275.93	-69.782
276.40	-70.096
276.87	-67.398
277.34	-68.108
277.81	-68.288
278.28	-68.428
278.75	-67.779
279.22	-69.278
279.69	-68.395
280.16	-66.443
280.63	-67.018
281.11	-67.991
281.58	-70.288
282.05	-68.542
282.52	-67.835
282.99	-67.766
283.46	-68.936
283.93	-67.723
284.40	-69.975
284.87	-69.408
285.34	-70.083
285.81	-71.077
286.28	-69.132
286.75	-68.377
287.22	-68.920
287.69	-69.150
288.16	-67.646
288.63	-66.782
289.10	-67.186
289.57	-64.689
290.04	-62.785
290.51	-63.102
290.98	-63.319
291.45	-62.629
291.92	-63.448
292.39	-64.516
292.86	-66.129
293.33	-64.829
293.80	-64.015
294.27	-64.352
294.74	-65.275
295.21	-64.276
295.68	-62.416
296.15	-63.876
296.62	-66.533
297.09	-65.506
297.56	-63.761
298.03	-62.563
298.49	-63.220
298.96	-62.505
299.43	-62.231
299.90	-63.396
300.37	-63.397
300.84	-61.799
301.31	-59.914
301.78	-58.804
302.25	-58.819
302.72	-58.177
303.19	-56.090
303.66	-54.550
304.13	-53.710
304.60	-53.211
305.07	-52.208
305.53	-50.192
306.00	-49.728
306.47	-48.387
306.94	-46.700
307.41	-46.499
307.88	-47.429
308.35	-46.194
308.82	-45.155
309.29	-44.215
309.76	-44.206
310.22	-44.841
310.69	-46.288
311.16	-45.847
311.63	-45.074
312.10	-45.191
312.57	-44.873
313.04	-45.645
313.51	-46.618
313.97	-46.996
314.44	-46.514
314.91	-46.348
315.38	-46.352
315.85	-45.117
316.32	-44.783
316.79	-44.429
317.25	-44.484
317.72	-45.592
318.19	-45.517
318.66	-44.486
319.13	-44.943
319.60	-45.812
320.07	-44.864
320.53	-42.178
321.00	-41.937
321.47	-42.251
321.94	-42.103
322.41	-41.114
322.87	-40.164
323.34	-40.516
323.81	-39.199
324.28	-38.747
324.75	-38.369
325.22	-38.633
325.68	-39.333
326.15	-38.626
326.62	-38.295
327.09	-37.870
327.56	-37.084
328.02	-35.794
328.49	-36.889
328.96	-37.273
329.43	-36.376
329.89	-36.511
330.36	-36.682
330.83	-37.472
331.30	-38.265
331.77	-37.117
332.23	-36.271
332.70	-36.148
333.17	-35.988
333.64	-35.932
334.10	-34.003
334.57	-33.308
335.04	-33.767
335.51	-32.719
335.97	-32.161
336.44	-31.354
336.91	-32.058
337.38	-31.441
337.84	-31.384
338.31	-30.401
338.78	-29.525
339.24	-28.696
339.71	-26.865
340.18	-25.902
340.65	-24.797
341.11	-22.991
341.58	-21.923
342.05	-21.539
342.52	-21.551
342.98	-20.554
343.45	-20.082
343.92	-20.159
344.38	-20.175
344.85	-19.089
345.32	-17.918
345.78	-17.482
346.25	-17.249
346.72	-16.038
347.18	-15.408
347.65	-14.885
348.12	-14.411
348.58	-14.103
349.05	-13.649
349.52	-13.354
349.99	-13.333
350.45	-13.031
350.92	-12.725
351.38	-12.496
351.85	-12.166
352.32	-11.151
352.78	-10.443
353.25	-9.503
353.72	-8.892
354.18	-8.458
354.65	-7.858
355.12	-7.527
355.58	-7.075
356.05	-6.830
356.52	-6.470
356.98	-6.076
357.45	-5.819
357.91	-5.687
358.38	-5.430
358.85	-5.156
359.31	-4.891
359.78	-4.602
360.25	-4.298
360.71	-3.993
361.18	-3.652
361.64	-3.449
362.11	-3.327
362.58	-3.189
363.04	-3.113
363.51	-2.917
363.97	-2.650
364.44	-2.435
364.91	-2.429
365.37	-2.317
365.84	-2.085
366.30	-1.888
366.77	-1.826
367.23	-1.714
367.70	-1.557
368.17	-1.293
368.63	-0.895
369.10	-0.818
369.56	-0.665
370.03	-0.489
370.49	-0.381
370.96	-0.451
371.42	-0.280
371.89	-0.183
372.36	0.035
372.82	0.083
373.29	0.116
373.75	0.312
374.22	0.480
374.68	0.633
375.15	0.764
375.61	0.850
376.08	0.972
376.54	1.067
377.01	1.178
377.47	1.398
377.94	1.521
378.40	1.519
378.87	1.529
379.33	1.691
379.80	1.783
380.26	1.808
380.73	1.953
381.19	2.045
381.66	2.270
382.12	2.309
382.59	2.402
383.05	2.442
383.52	2.419
383.98	2.439
384.45	2.441
384.91	2.420
385.38	2.508
385.84	2.506
386.31	2.493
386.77	2.545
387.24	2.606
387.70	2.653
388.16	2.658
388.63	2.789
389.09	2.848
389.56	2.874
390.02	2.952
390.49	2.992
390.95	3.048
391.42	3.089
391.88	3.140
392.34	3.156
392.81	3.293
393.27	3.424
393.74	3.465
394.20	3.556
394.67	3.740
395.13	3.861
395.59	3.984
396.06	4.086
396.52	4.164
396.99	4.279
397.45	4.332
397.91	4.395
398.38	4.359
398.84	4.371
399.31	4.437
399.77	4.464
400.23	4.550
400.70	4.567
401.16	4.477
401.63	4.421
402.09	4.446
402.55	4.410
403.02	4.321
403.48	4.292
403.94	4.296
404.41	4.229
404.87	4.155
405.33	4.073
405.80	4.079
